,Area_Code,State,Occupation_Code,Occupation_Title,Total_Employment,Mean_Hourly_Income,Hourly_10th_Percentile,Hourly_25th_Percentile,Median_Hourly_Income,Hourly_75th_Percentile,Hourly_90th_Percentile,Mean_Annual_Income,Annual_10th_Percentile,Annual_25th_Percentile,Median_Annual_Income,Annual_75th_Percentile,Annual_90th_Percentile
25831,41,Oregon,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",320,38.82,21.70,26.10,35.63,51.60,60.17,"80,750","45,130","54,290","74,110","107,330","125,160"
25921,41,Oregon,23-1011,Lawyers,"6,480",56.19,26.48,36.27,50.84,69.27,91.76,"116,860","55,080","75,450","105,750","144,080","190,850"
25922,41,Oregon,23-1012,Judicial Law Clerks,50,25.63,16.81,24.36,25.56,26.31,31.08,"53,300","34,950","50,680","53,170","54,730","64,640"
25923,41,Oregon,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",440,41.29,25.06,30.28,34.97,51.98,60.80,"85,880","52,110","62,980","72,730","108,110","126,450"
25924,41,Oregon,23-1022,"Arbitrators, Mediators, and Conciliators",120,35.99,18.40,26.60,35.92,43.82,50.13,"74,860","38,270","55,340","74,720","91,140","104,280"
25925,41,Oregon,23-1023,"Judges, Magistrate Judges, and Magistrates",360,68.05,43.29,69.10,69.11,72.46,78.85,"141,550","90,040","143,730","143,740","150,710","164,000"
25926,41,Oregon,23-2011,Paralegals and Legal Assistants,"4,370",27.87,16.47,20.02,26.59,33.29,41.14,"57,970","34,270","41,650","55,300","69,240","85,580"
25927,41,Oregon,23-2093,"Title Examiners, Abstractors, and Searchers",740,32.77,20.51,24.35,30.95,38.11,48.11,"68,170","42,660","50,640","64,370","79,260","100,080"
25928,41,Oregon,23-2099,"Legal Support Workers, All Other",560,31.85,19.00,24.11,28.76,37.80,52.94,"66,250","39,530","50,150","59,820","78,620","110,110"
25930,41,Oregon,25-1011,"Business Teachers, Postsecondary",790,*,*,*,*,*,*,"102,960","47,100","61,720","84,470","143,110","177,660"
25931,41,Oregon,25-1021,"Computer Science Teachers, Postsecondary",360,*,*,*,*,*,*,"107,500","53,630","71,410","99,520","144,430","173,300"
25932,41,Oregon,25-1022,"Mathematical Science Teachers, Postsecondary",760,*,*,*,*,*,*,"93,540","48,450","61,490","83,510","128,540","159,450"
25933,41,Oregon,25-1031,"Architecture Teachers, Postsecondary",100,*,*,*,*,*,*,"84,420","48,890","58,850","77,280","101,900","142,080"
25934,41,Oregon,25-1032,"Engineering Teachers, Postsecondary",430,*,*,*,*,*,*,"105,900","63,440","80,700","99,230","128,110","158,710"
25935,41,Oregon,25-1041,"Agricultural Sciences Teachers, Postsecondary",210,*,*,*,*,*,*,"88,620","46,930","63,870","81,910","113,180","143,670"
25936,41,Oregon,25-1042,"Biological Science Teachers, Postsecondary",480,*,*,*,*,*,*,"101,060","55,280","69,860","93,900","129,560","158,030"
25937,41,Oregon,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",80,*,*,*,*,*,*,"101,650","51,750","68,670","96,270","127,030","162,350"
25938,41,Oregon,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",150,*,*,*,*,*,*,*,*,*,*,*,*
25939,41,Oregon,25-1052,"Chemistry Teachers, Postsecondary",300,*,*,*,*,*,*,"99,460","57,470","70,320","90,790","124,410","156,690"
25940,41,Oregon,25-1053,"Environmental Science Teachers, Postsecondary",80,*,*,*,*,*,*,"90,490","55,170","65,930","80,760","104,190","150,190"
25941,41,Oregon,25-1054,"Physics Teachers, Postsecondary",150,*,*,*,*,*,*,"96,450","58,630","73,980","93,080","118,310","146,570"
25942,41,Oregon,25-1061,"Anthropology and Archeology Teachers, Postsecondary",120,*,*,*,*,*,*,"99,570","53,980","66,520","91,260","124,440","176,500"
25943,41,Oregon,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",100,*,*,*,*,*,*,"81,900","45,600","57,840","69,190","91,860","134,940"
25944,41,Oregon,25-1063,"Economics Teachers, Postsecondary",160,*,*,*,*,*,*,"102,050","46,440","60,260","96,630","129,880","165,630"
25945,41,Oregon,25-1064,"Geography Teachers, Postsecondary",60,*,*,*,*,*,*,"89,510","55,150","61,950","78,610","102,160","168,870"
25946,41,Oregon,25-1065,"Political Science Teachers, Postsecondary",250,*,*,*,*,*,*,"84,210","49,930","59,500","76,290","99,160","135,570"
25947,41,Oregon,25-1066,"Psychology Teachers, Postsecondary",460,*,*,*,*,*,*,"82,270","46,790","57,720","70,610","99,200","135,300"
25948,41,Oregon,25-1067,"Sociology Teachers, Postsecondary",180,*,*,*,*,*,*,"79,360","45,200","52,290","73,430","96,420","128,680"
25949,41,Oregon,25-1069,"Social Sciences Teachers, Postsecondary, All Other",310,*,*,*,*,*,*,"84,400","37,690","48,850","74,580","106,170","165,140"
25950,41,Oregon,25-1071,"Health Specialties Teachers, Postsecondary","3,640",*,*,*,*,*,*,"147,880","55,220","80,180","127,990","197,010",#
25951,41,Oregon,25-1072,"Nursing Instructors and Teachers, Postsecondary",500,*,*,*,*,*,*,"83,900","48,180","61,790","79,410","102,990","126,220"
25952,41,Oregon,25-1081,"Education Teachers, Postsecondary",820,*,*,*,*,*,*,"64,130","40,620","49,400","60,010","71,390","93,480"
25953,41,Oregon,25-1082,"Library Science Teachers, Postsecondary",50,*,*,*,*,*,*,"81,460","52,500","59,940","76,230","100,460","122,200"
25954,41,Oregon,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",80,*,*,*,*,*,*,"80,970","31,480","38,450","59,140","107,700","183,630"
25955,41,Oregon,25-1112,"Law Teachers, Postsecondary",**,*,*,*,*,*,*,"85,290","38,790","45,180","51,790","127,640","172,020"
25956,41,Oregon,25-1113,"Social Work Teachers, Postsecondary",240,*,*,*,*,*,*,"76,510","39,530","56,520","68,740","92,310","120,910"
25957,41,Oregon,25-1121,"Art, Drama, and Music Teachers, Postsecondary","1,330",*,*,*,*,*,*,"76,680","42,200","55,660","68,740","92,110","123,820"
25958,41,Oregon,25-1122,"Communications Teachers, Postsecondary",480,*,*,*,*,*,*,"77,100","41,700","57,800","73,350","89,620","112,260"
25959,41,Oregon,25-1123,"English Language and Literature Teachers, Postsecondary",740,*,*,*,*,*,*,"71,580","40,790","50,000","64,640","84,190","114,540"
25960,41,Oregon,25-1124,"Foreign Language and Literature Teachers, Postsecondary",500,*,*,*,*,*,*,"78,000","43,560","52,700","66,430","91,530","140,140"
25961,41,Oregon,25-1125,"History Teachers, Postsecondary",250,*,*,*,*,*,*,"88,870","48,080","64,020","80,900","102,820","152,750"
25962,41,Oregon,25-1126,"Philosophy and Religion Teachers, Postsecondary",310,*,*,*,*,*,*,"74,280","31,180","51,520","65,910","89,530","125,820"
25963,41,Oregon,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",380,*,*,*,*,*,*,"67,730","26,880","33,830","61,720","92,690","123,910"
25964,41,Oregon,25-1194,"Career/Technical Education Teachers, Postsecondary","1,180",32.27,15.08,19.11,29.03,38.92,55.02,"67,120","31,370","39,740","60,370","80,950","114,440"
25965,41,Oregon,25-1199,"Postsecondary Teachers, All Other","2,990",*,*,*,*,*,*,"95,400","39,470","55,300","84,160","135,570","164,030"
25966,41,Oregon,25-2011,"Preschool Teachers, Except Special Education","6,540",15.59,11.52,12.34,14.40,17.64,20.63,"32,430","23,950","25,660","29,950","36,690","42,910"
25967,41,Oregon,25-2012,"Kindergarten Teachers, Except Special Education","1,120",*,*,*,*,*,*,"74,700","39,280","56,210","75,660","94,870","110,800"
25968,41,Oregon,25-2021,"Elementary School Teachers, Except Special Education","15,950",*,*,*,*,*,*,"69,980","39,680","52,220","68,180","86,470","107,850"
25969,41,Oregon,25-2022,"Middle School Teachers, Except Special and Career/Technical Education","6,250",*,*,*,*,*,*,"70,660","37,920","53,230","70,830","88,540","104,050"
25970,41,Oregon,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education","8,840",*,*,*,*,*,*,"71,780","42,530","55,070","70,930","88,200","105,340"
25971,41,Oregon,25-2032,"Career/Technical Education Teachers, Secondary School",90,*,*,*,*,*,*,"53,530","40,980","45,020","51,660","62,740","74,030"
25972,41,Oregon,25-2051,"Special Education Teachers, Preschool",**,*,*,*,*,*,*,"77,320","39,620","61,440","77,290","95,640","116,770"
25973,41,Oregon,25-2052,"Special Education Teachers, Kindergarten and Elementary School","1,830",*,*,*,*,*,*,"78,910","47,820","62,260","76,330","98,470","118,160"
25974,41,Oregon,25-2057,"Special Education Teachers, Middle School",500,*,*,*,*,*,*,"77,650","51,520","59,900","74,080","96,520","116,510"
25975,41,Oregon,25-2058,"Special Education Teachers, Secondary School",590,*,*,*,*,*,*,"79,460","51,890","63,190","77,140","96,080","116,270"
25976,41,Oregon,25-2059,"Special Education Teachers, All Other","1,310",*,*,*,*,*,*,"82,300","52,330","66,040","81,570","99,410","116,110"
25977,41,Oregon,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","1,000",31.18,15.67,21.93,27.20,35.67,48.36,"64,850","32,600","45,610","56,580","74,200","100,590"
25978,41,Oregon,25-3021,Self-Enrichment Teachers,"2,620",22.08,11.94,15.31,20.45,27.69,34.03,"45,920","24,840","31,840","42,540","57,590","70,780"
25979,41,Oregon,25-3031,"Substitute Teachers, Short-Term","5,820",21.50,18.80,20.34,21.99,23.65,25.03,"44,710","39,110","42,310","45,750","49,180","52,060"
25980,41,Oregon,25-3097,"Tutors and Teachers and Instructors, All Other","3,990",*,*,*,*,*,*,"50,750","24,930","30,080","42,830","62,850","91,200"
25981,41,Oregon,25-4011,Archivists,60,24.04,11.63,14.96,25.38,29.71,35.93,"50,010","24,190","31,130","52,800","61,790","74,730"
25982,41,Oregon,25-4012,Curators,110,24.78,14.51,18.47,23.02,29.29,38.27,"51,540","30,190","38,410","47,880","60,910","79,600"
25983,41,Oregon,25-4013,Museum Technicians and Conservators,80,22.48,14.96,17.37,21.34,26.67,34.01,"46,760","31,110","36,120","44,390","55,470","70,750"
25984,41,Oregon,25-4022,Librarians and Media Collections Specialists,"1,380",31.04,15.64,23.05,30.70,37.85,47.56,"64,560","32,540","47,940","63,850","78,730","98,930"
25985,41,Oregon,25-4031,Library Technicians,"1,770",19.76,13.29,15.90,19.10,22.90,26.37,"41,090","27,640","33,070","39,720","47,630","54,850"
25986,41,Oregon,25-9021,Farm and Home Management Educators,230,35.13,20.82,27.22,34.13,41.72,50.00,"73,060","43,300","56,610","70,990","86,780","104,000"
25987,41,Oregon,25-9031,Instructional Coordinators,"1,510",39.96,19.73,28.17,39.65,51.16,58.42,"83,110","41,040","58,600","82,470","106,420","121,510"
25988,41,Oregon,25-9044,"Teaching Assistants, Postsecondary",350,*,*,*,*,*,*,"35,340","23,900","25,290","30,670","40,980","55,140"
25989,41,Oregon,25-9045,"Teaching Assistants, Except Postsecondary","22,840",*,*,*,*,*,*,"32,670","24,200","27,110","32,300","37,630","42,820"
25990,41,Oregon,25-9099,"Educational Instruction and Library Workers, All Other","5,110",20.51,11.65,12.93,16.56,25.14,33.37,"42,670","24,240","26,900","34,440","52,290","69,410"
26031,41,Oregon,29-1011,Chiropractors,860,33.76,20.34,23.27,30.67,39.83,49.21,"70,220","42,300","48,410","63,790","82,850","102,360"
26032,41,Oregon,29-1021,"Dentists, General","1,620",96.96,63.66,72.58,89.22,#,#,"201,680","132,420","150,970","185,570",#,#
26033,41,Oregon,29-1022,Oral and Maxillofacial Surgeons,**,#,#,#,#,#,#,#,#,#,#,#,#
26034,41,Oregon,29-1023,Orthodontists,**,#,#,#,#,#,#,#,#,#,#,#,#
26035,41,Oregon,29-1029,"Dentists, All Other Specialists",50,63.36,27.70,52.30,55.14,68.39,96.15,"131,790","57,620","108,790","114,700","142,250","200,000"
26036,41,Oregon,29-1031,Dietitians and Nutritionists,680,33.74,24.40,28.07,33.29,38.84,45.92,"70,170","50,760","58,390","69,230","80,780","95,510"
26037,41,Oregon,29-1041,Optometrists,370,53.45,31.99,39.52,51.00,59.63,74.07,"111,180","66,530","82,210","106,070","124,030","154,070"
26038,41,Oregon,29-1051,Pharmacists,"4,100",64.98,51.59,58.64,67.89,75.22,79.97,"135,150","107,300","121,970","141,220","156,460","166,330"
26039,41,Oregon,29-1071,Physician Assistants,"1,570",54.96,37.41,45.62,54.62,62.23,75.06,"114,320","77,820","94,890","113,620","129,430","156,120"
26040,41,Oregon,29-1081,Podiatrists,60,48.37,20.74,22.93,47.77,66.75,78.32,"100,610","43,140","47,690","99,370","138,840","162,900"
26041,41,Oregon,29-1122,Occupational Therapists,"1,350",44.58,31.99,38.08,44.56,50.74,59.09,"92,730","66,550","79,220","92,690","105,530","122,910"
26042,41,Oregon,29-1123,Physical Therapists,"2,890",41.92,31.47,35.49,41.91,48.50,56.40,"87,200","65,450","73,810","87,180","100,870","117,310"
26043,41,Oregon,29-1124,Radiation Therapists,170,50.87,35.41,41.97,51.18,60.14,69.08,"105,810","73,660","87,300","106,450","125,100","143,680"
26044,41,Oregon,29-1125,Recreational Therapists,150,26.63,18.69,22.36,26.34,31.09,34.83,"55,390","38,870","46,500","54,780","64,670","72,440"
26045,41,Oregon,29-1126,Respiratory Therapists,"1,340",33.88,26.46,29.57,34.02,37.84,40.95,"70,480","55,030","61,500","70,760","78,700","85,180"
26046,41,Oregon,29-1127,Speech-Language Pathologists,"1,650",41.73,25.87,32.30,40.02,47.38,55.67,"86,800","53,810","67,190","83,240","98,540","115,800"
26047,41,Oregon,29-1128,Exercise Physiologists,60,28.58,20.77,23.14,27.56,34.03,38.50,"59,450","43,210","48,140","57,330","70,780","80,090"
26048,41,Oregon,29-1129,"Therapists, All Other",240,24.88,12.85,14.04,19.26,35.20,47.07,"51,740","26,730","29,210","40,060","73,220","97,910"
26049,41,Oregon,29-1131,Veterinarians,"1,550",53.31,29.62,35.58,46.03,60.40,92.50,"110,880","61,610","74,010","95,740","125,640","192,400"
26050,41,Oregon,29-1141,Registered Nurses,"36,660",44.69,32.77,38.44,44.89,51.46,59.06,"92,960","68,160","79,950","93,370","107,040","122,850"
26051,41,Oregon,29-1151,Nurse Anesthetists,270,112.86,80.43,88.37,#,#,#,"234,750","167,280","183,810",#,#,#
26052,41,Oregon,29-1161,Nurse Midwives,180,54.61,28.40,46.55,56.08,64.56,76.46,"113,580","59,070","96,830","116,640","134,290","159,030"
26053,41,Oregon,29-1171,Nurse Practitioners,"2,190",54.53,40.59,47.43,54.87,61.64,73.54,"113,430","84,420","98,650","114,140","128,220","152,960"
26054,41,Oregon,29-1181,Audiologists,170,41.78,14.72,29.94,38.61,49.85,68.10,"86,900","30,610","62,270","80,320","103,680","141,650"
26055,41,Oregon,29-1211,Anesthesiologists,710,#,#,#,#,#,#,#,#,#,#,#,#
26056,41,Oregon,29-1215,Family Medicine Physicians,880,112.25,66.00,86.24,#,#,#,"233,490","137,270","179,380",#,#,#
26057,41,Oregon,29-1216,General Internal Medicine Physicians,270,114.38,49.84,83.91,#,#,#,"237,910","103,670","174,540",#,#,#
26058,41,Oregon,29-1218,Obstetricians and Gynecologists,180,113.20,83.51,90.03,#,#,#,"235,450","173,710","187,270",#,#,#
26059,41,Oregon,29-1221,"Pediatricians, General",410,95.49,54.40,67.31,88.12,#,#,"198,630","113,150","140,010","183,290",#,#
26060,41,Oregon,29-1223,Psychiatrists,330,114.20,56.73,71.32,#,#,#,"237,540","118,000","148,340",#,#,#
26061,41,Oregon,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric","5,580",94.20,28.68,52.50,93.15,#,#,"195,930","59,660","109,200","193,760",#,#
26062,41,Oregon,29-1248,"Surgeons, Except Ophthalmologists",240,#,#,#,#,#,#,#,#,#,#,#,#
26063,41,Oregon,29-1292,Dental Hygienists,"3,810",41.96,33.18,37.13,42.61,47.30,50.44,"87,270","69,010","77,230","88,620","98,390","104,910"
26064,41,Oregon,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",690,42.23,19.77,25.09,38.92,51.14,60.72,"87,830","41,120","52,180","80,940","106,360","126,300"
26065,41,Oregon,29-2010,Clinical Laboratory Technologists and Technicians,"3,130",31.19,17.62,23.47,31.08,38.85,46.10,"64,880","36,660","48,820","64,660","80,800","95,890"
26066,41,Oregon,29-2031,Cardiovascular Technologists and Technicians,750,39.14,20.94,30.96,39.83,47.12,56.43,"81,410","43,550","64,390","82,850","98,010","117,370"
26067,41,Oregon,29-2032,Diagnostic Medical Sonographers,"1,050",43.08,33.04,38.63,43.99,48.59,53.82,"89,600","68,730","80,360","91,490","101,070","111,950"
26068,41,Oregon,29-2033,Nuclear Medicine Technologists,160,42.79,34.22,38.79,43.47,47.66,50.46,"89,010","71,180","80,670","90,410","99,130","104,950"
26069,41,Oregon,29-2034,Radiologic Technologists and Technicians,"2,020",36.14,26.08,30.23,35.90,42.24,47.94,"75,170","54,240","62,870","74,670","87,850","99,710"
26070,41,Oregon,29-2035,Magnetic Resonance Imaging Technologists,340,41.76,31.76,38.30,43.39,47.51,50.35,"86,860","66,060","79,670","90,250","98,830","104,730"
26071,41,Oregon,29-2040,Emergency Medical Technicians and Paramedics,"2,140",20.51,12.01,15.10,19.83,25.03,30.25,"42,660","24,980","31,410","41,250","52,070","62,910"
26072,41,Oregon,29-2051,Dietetic Technicians,100,22.25,19.87,20.86,22.47,24.07,25.05,"46,280","41,340","43,390","46,730","50,070","52,110"
26073,41,Oregon,29-2052,Pharmacy Technicians,"4,900",20.27,15.49,17.39,20.47,23.17,25.12,"42,160","32,220","36,170","42,580","48,190","52,250"
26074,41,Oregon,29-2053,Psychiatric Technicians,640,*,*,*,*,*,*,*,*,*,*,*,*
26075,41,Oregon,29-2055,Surgical Technologists,"1,300",28.13,20.44,23.97,28.16,32.81,36.92,"58,510","42,520","49,850","58,580","68,250","76,790"
26076,41,Oregon,29-2056,Veterinary Technologists and Technicians,"1,480",17.61,12.83,14.58,16.91,19.30,24.10,"36,620","26,680","30,330","35,180","40,150","50,130"
26077,41,Oregon,29-2057,Ophthalmic Medical Technicians,640,20.56,13.45,15.91,19.31,26.05,29.30,"42,770","27,970","33,100","40,170","54,190","60,940"
26078,41,Oregon,29-2061,Licensed Practical and Licensed Vocational Nurses,"3,750",26.32,21.09,23.79,26.51,29.21,31.02,"54,740","43,870","49,490","55,150","60,760","64,530"
26079,41,Oregon,29-2081,"Opticians, Dispensing","1,040",21.05,13.17,15.42,19.37,25.23,33.12,"43,790","27,390","32,070","40,290","52,470","68,890"
26080,41,Oregon,29-2091,Orthotists and Prosthetists,160,32.83,24.18,27.99,33.49,37.56,40.74,"68,290","50,290","58,210","69,660","78,120","84,730"
26081,41,Oregon,29-2092,Hearing Aid Specialists,160,26.88,15.65,21.17,26.78,33.81,38.04,"55,900","32,560","44,030","55,710","70,320","79,130"
26082,41,Oregon,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other","4,110",24.80,16.08,18.75,23.48,29.21,36.11,"51,590","33,440","39,000","48,830","60,760","75,120"
26083,41,Oregon,29-9091,Athletic Trainers,230,*,*,*,*,*,*,"51,460","35,700","43,780","51,940","59,330","64,230"
26084,41,Oregon,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",**,26.77,15.85,18.37,22.82,29.03,41.33,"55,680","32,960","38,200","47,460","60,390","85,960"
26086,41,Oregon,31-1120,Home Health and Personal Care Aides,"30,580",13.82,11.56,12.28,13.47,14.84,16.81,"28,740","24,040","25,530","28,030","30,870","34,960"
26087,41,Oregon,31-1131,Nursing Assistants,"12,260",16.72,12.38,13.95,16.44,19.07,22.39,"34,780","25,760","29,030","34,190","39,670","46,570"
26088,41,Oregon,31-1132,Orderlies,260,16.31,12.18,13.65,16.12,18.57,21.43,"33,920","25,330","28,400","33,520","38,640","44,580"
26089,41,Oregon,31-1133,Psychiatric Aides,**,19.52,16.27,17.25,19.15,22.58,23.86,"40,600","33,850","35,870","39,840","46,970","49,630"
26090,41,Oregon,31-2011,Occupational Therapy Assistants,350,30.42,24.61,27.01,29.98,34.44,38.79,"63,270","51,190","56,180","62,350","71,630","80,690"
26091,41,Oregon,31-2021,Physical Therapist Assistants,810,28.80,17.45,26.00,29.29,33.62,38.54,"59,910","36,300","54,070","60,920","69,940","80,160"
26092,41,Oregon,31-2022,Physical Therapist Aides,530,14.40,11.33,11.82,13.28,15.00,20.37,"29,950","23,570","24,590","27,610","31,200","42,360"
26093,41,Oregon,31-9011,Massage Therapists,"2,150",29.87,14.05,19.50,29.02,37.90,47.17,"62,130","29,210","40,560","60,360","78,830","98,120"
26094,41,Oregon,31-9091,Dental Assistants,"4,890",22.57,16.79,19.64,22.56,25.51,29.29,"46,940","34,910","40,850","46,930","53,060","60,910"
26095,41,Oregon,31-9092,Medical Assistants,"13,340",19.13,13.84,16.40,19.02,22.28,24.52,"39,790","28,800","34,110","39,570","46,350","51,010"
26096,41,Oregon,31-9093,Medical Equipment Preparers,"1,150",20.35,13.16,15.88,19.69,24.44,29.10,"42,320","27,360","33,030","40,950","50,840","60,530"
